Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Golders Green,2019-09-13,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,11,9,0.0
Barnet,Hendon,2019-09-13,Boardgames,Healthier and happier lives,Stronger more resilient communities,12,1,11,0.0
Barnet,Hendon,2019-09-13,Boardgames,Healthier and happier lives,Stronger more resilient communities,12,1,11,0.0
Barnet,Chipping Barnet,2019-09-14,"Other Child 5+ - Good Toes, Naughty Toes Ballet Class",Healthier and happier lives,Stronger more resilient communities,14,8,6,0.0
Barnet,Colindale,2019-09-14,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,1,1,0,0.0
Barnet,Colindale,2019-09-14,Lego,Healthier and happier lives,,15,6,9,0.0
Barnet,Colindale,2019-09-14,Other adult - Dance with Big Time,Cultural and creative enrichment,Healthier and happier lives,2,2,0,3.5
Barnet,Mill Hill,2019-09-14,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Burnt Oak,2019-09-16,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Burnt Oak,2019-09-16,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Burnt Oak,2019-09-16,Boardgames,Healthier and happier lives,Stronger more resilient communities,1,0,1,0.0
Barnet,Chipping Barnet,2019-09-16,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,36,18,18,3.5
Barnet,Chipping Barnet,2019-09-16,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,34,17,17,5.5
Barnet,East Finchley,2019-09-16,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,8,10,0.0
Barnet,East Finchley,2019-09-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,40,20,20,0.0
Barnet,Edgware,2019-09-16,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,13,12,0.0
Barnet,Finchley Church End,2019-09-16,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2019-09-17,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Childs Hill,2019-09-17,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Childs Hill,2019-09-17,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Chipping Barnet,2019-09-17,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,15,7,8,0.0
Barnet,Colindale,2019-09-17,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,45,23,22,0.0
Barnet,Colindale,2019-09-17,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2019-09-17,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-09-17,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Finchley Church End,2019-09-17,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,28,14,14,3.5
Barnet,Finchley Church End,2019-09-17,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,38,19,19,3.5
Barnet,Golders Green,2019-09-17,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-09-17,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-09-17,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Osidge,2019-09-17,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,27,4,23,0.0
Barnet,Osidge,2019-09-17,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,South Friern,2019-09-17,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Burnt Oak,2019-09-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,32,16,16,0.0
Barnet,Childs Hill,2019-09-18,Lego,Healthier and happier lives,,14,5,9,0.0
Barnet,Childs Hill,2019-09-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,11,5,6,0.0
Barnet,Chipping Barnet,2019-09-18,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2019-09-18,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,34,16,18,3.5
Barnet,Colindale,2019-09-18,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,20,10,10,3.5
Barnet,Colindale,2019-09-18,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Finchley Church End,2019-09-18,Scrabble,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-09-18,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,15,15,0,0.0
Barnet,Hendon,2019-09-18,IT,Increased digital access and literacy,Stronger more resilient communities,16,9,7,0.0
Barnet,Mill Hill,2019-09-18,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2019-09-18,Other adult - What's on Wednesday over 50's,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Osidge,2019-09-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,16,7,9,0.0
Barnet,South Friern,2019-09-18,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,20,10,10,0.0
Barnet,South Friern,2019-09-18,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Childs Hill,2019-09-19,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Childs Hill,2019-09-19,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-09-19,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Colindale,2019-09-19,IT,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-09-19,Other adult - YOL: Hatha Yoga Basics,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Colindale,2019-09-19,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,51,24,27,0.0
Barnet,Edgware,2019-09-19,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,19,19,0,0.0
Barnet,Edgware,2019-09-19,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,29,15,14,3.5
Barnet,Edgware,2019-09-19,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,21,10,11,3.5
Barnet,Mill Hill,2019-09-19,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,North Finchley,2019-09-19,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,Osidge,2019-09-19,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,16,8,8,3.5
Barnet,South Friern,2019-09-19,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Finchley Church End,2019-09-20,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,18,3,15,0.0
Barnet,Finchley Church End,2019-09-20,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,19,9,10,0.0
Barnet,Golders Green,2019-09-20,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,10,8,0.0
Barnet,Hendon,2019-09-20,Boardgames,Healthier and happier lives,Stronger more resilient communities,10,0,10,0.0
Barnet,Colindale,2019-09-21,Lego,Healthier and happier lives,,16,5,11,0.0
Barnet,Colindale,2019-09-21,Other adult - YOL: An introduction to Tai Chi,Healthier and happier lives,Stronger more resilient communities,10,9,1,0.0
Barnet,Colindale,2019-09-21,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,2,2,0,0.0
Barnet,Mill Hill,2019-09-21,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Burnt Oak,2019-09-23,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,15,15,0,0.0
Barnet,Burnt Oak,2019-09-23,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Burnt Oak,2019-09-23,Boardgames,Healthier and happier lives,Stronger more resilient communities,5,0,5,0.0
Barnet,Chipping Barnet,2019-09-23,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,32,16,16,3.5
Barnet,Chipping Barnet,2019-09-23,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,28,14,14,3.5
Barnet,East Finchley,2019-09-23,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,East Finchley,2019-09-23,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,22,10,12,0.0
Barnet,Edgware,2019-09-23,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,12,6,6,0.0
Barnet,Edgware,2019-09-23,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,25,12,13,0.0
Barnet,Finchley Church End,2019-09-23,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2019-09-24,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Childs Hill,2019-09-24,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,Childs Hill,2019-09-24,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,1,1,0,0.0
Barnet,Chipping Barnet,2019-09-24,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,5,2,3,0.0
Barnet,Colindale,2019-09-24,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Colindale,2019-09-24,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,35,17,18,0.0
Barnet,Colindale,2019-09-24,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-09-24,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,East Barnet,2019-09-24,Other Early Years - This was a special event for the opening day of the new library in New Barnet with a member of the Barnet Road Safety team.,Healthier and happier lives,Stronger more resilient communities,32,16,16,0.0
Barnet,Finchley Church End,2019-09-24,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,20,10,10,3.5
Barnet,Finchley Church End,2019-09-24,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,29,14,15,3.5
Barnet,Golders Green,2019-09-24,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2019-09-24,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Hendon,2019-09-24,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-09-24,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2019-09-24,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Burnt Oak,2019-09-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,0.0
Barnet,Childs Hill,2019-09-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,2,1,1,0.0
Barnet,Childs Hill,2019-09-25,Lego,Healthier and happier lives,,16,4,12,0.0
Barnet,Childs Hill,2019-09-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Colindale,2019-09-25,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-09-25,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-09-25,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,21,10,11,3.5
Barnet,Colindale,2019-09-25,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,39,20,19,3.5
Barnet,Finchley Church End,2019-09-25,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,16,16,0,0.0
Barnet,Hendon,2019-09-25,Other adult - Year of Learning Event- Life on the Run,Cultural and creative enrichment,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-09-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,8,10,0.0
Barnet,Mill Hill,2019-09-25,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Mill Hill,2019-09-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,7,3,4,0.0
Barnet,Mill Hill,2019-09-25,Other adult - What's on Wednesday over 50's,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2019-09-25,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Osidge,2019-09-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,12,11,0.0
Barnet,South Friern,2019-09-25,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,9,9,0.0
Barnet,South Friern,2019-09-25,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,Childs Hill,2019-09-26,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-09-26,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-09-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,41,20,21,0.0
Barnet,Colindale,2019-09-26,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,32,4,28,0.0
Barnet,Colindale,2019-09-26,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,Edgware,2019-09-26,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,27,13,14,3.5
Barnet,Edgware,2019-09-26,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,24,12,12,3.5
Barnet,Golders Green,2019-09-26,Other adult - An intoduction to Camping and Hiking,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Mill Hill,2019-09-26,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,North Finchley,2019-09-26,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,21,10,11,0.0
Barnet,Osidge,2019-09-26,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,14,7,7,3.5
Barnet,South Friern,2019-09-26,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-09-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,14,15,0.0
Barnet,Golders Green,2019-09-27,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,15,8,7,0.0
Barnet,Hendon,2019-09-27,Boardgames,Healthier and happier lives,Stronger more resilient communities,11,1,10,0.0
Barnet,Chipping Barnet,2019-09-28,Other adult - Library to Library Guided Walk,Healthier and happier lives,Cultural and creative enrichment,7,7,0,0.0
Barnet,Colindale,2019-09-28,Lego,Healthier and happier lives,,10,3,7,0.0
Barnet,Colindale,2019-09-28,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,Edgware,2019-09-28,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Mill Hill,2019-09-28,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,North Finchley,2019-09-28,Lego,Healthier and happier lives,,13,5,8,0.0
Barnet,Burnt Oak,2019-09-30,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Burnt Oak,2019-09-30,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Burnt Oak,2019-09-30,Boardgames,Healthier and happier lives,Stronger more resilient communities,5,0,5,0.0
Barnet,Childs Hill,2019-09-30,Other adult - Improve It Skills,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Chipping Barnet,2019-09-30,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,42,21,21,3.5
Barnet,Chipping Barnet,2019-09-30,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,34,18,16,5.5
Barnet,Colindale,2019-09-30,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,East Finchley,2019-09-30,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,28,12,16,0.0
Barnet,East Finchley,2019-09-30,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,4,2,2,0.0
Barnet,Edgware,2019-09-30,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,15,8,7,0.0
Barnet,Edgware,2019-09-30,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,15,7,8,0.0
Barnet,Finchley Church End,2019-09-30,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2019-10-01,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,13,13,0,0.0
Barnet,Childs Hill,2019-10-01,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,Chipping Barnet,2019-10-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,18,8,10,0.0
Barnet,Colindale,2019-10-01,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2019-10-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,23,23,0,0.0
Barnet,Colindale,2019-10-01,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,East Barnet,2019-10-01,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,0.0
Barnet,East Barnet,2019-10-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,Finchley Church End,2019-10-01,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,3.5
Barnet,Finchley Church End,2019-10-01,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,38,19,19,3.5
Barnet,Hendon,2019-10-01,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Hendon,2019-10-01,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Osidge,2019-10-01,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2019-10-01,Class Visits Nursery,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,Outreach Location,2019-10-01,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,50,50,0,0.0
Barnet,Burnt Oak,2019-10-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,13,16,0.0
Barnet,Childs Hill,2019-10-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,14,7,7,0.0
Barnet,Childs Hill,2019-10-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,8,4,4,0.0
Barnet,Childs Hill,2019-10-02,Lego,Healthier and happier lives,,18,6,12,0.0
Barnet,Colindale,2019-10-02,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,30,4,26,0.0
Barnet,Colindale,2019-10-02,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-10-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,28,14,14,3.5
Barnet,Colindale,2019-10-02,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,27,13,14,3.5
Barnet,East Finchley,2019-10-02,"Other adult - ""Get Started on Instagram""",Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Finchley Church End,2019-10-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,16,16,0,0.0
Barnet,Finchley Church End,2019-10-02,Scrabble,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Golders Green,2019-10-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-10-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,21,10,11,0.0
Barnet,Mill Hill,2019-10-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,11,5,6,0.0
Barnet,Mill Hill,2019-10-02,Other adult - What's on Wednesday over 55's,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Mill Hill,2019-10-02,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Osidge,2019-10-02,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,South Friern,2019-10-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,South Friern,2019-10-02,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,12,12,0.0
Barnet,Childs Hill,2019-10-03,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-03,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-10-03,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,31,4,27,0.0
Barnet,Colindale,2019-10-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,40,18,22,0.0
Barnet,Colindale,2019-10-03,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,10,10,0,0.0
Barnet,Edgware,2019-10-03,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,18,9,9,3.5
Barnet,Edgware,2019-10-03,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,31,15,16,3.5
Barnet,Golders Green,2019-10-03,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Mill Hill,2019-10-03,Other adult - Over 50's Coffee Morning,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,North Finchley,2019-10-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,61,30,31,0.0
Barnet,South Friern,2019-10-03,Other adult - Age UK Coffee and Computer Morning,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-10-04,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Finchley Church End,2019-10-04,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,13,3,10,0.0
Barnet,Golders Green,2019-10-04,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,16,9,7,0.0
Barnet,Hendon,2019-10-04,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-10-04,Other Child 5+,Healthier and happier lives,Stronger more resilient communities,14,3,11,0.0
Barnet,Hendon,2019-10-04,Other adult,Cultural and creative enrichment,,1,1,0,0.0
Barnet,Colindale,2019-10-05,Lego,Healthier and happier lives,,11,3,8,0.0
Barnet,Mill Hill,2019-10-05,IT,Increased digital access and literacy,Stronger more resilient communities,3,3,0,0.0
Barnet,North Finchley,2019-10-05,Other adult - How to write for children & young adults with author Penny Joelson,Cultural and creative enrichment,Stronger more resilient communities,4,4,0,3.5
Barnet,Burnt Oak,2019-10-07,Boardgames,Healthier and happier lives,Stronger more resilient communities,5,0,5,0.0
Barnet,Burnt Oak,2019-10-07,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Burnt Oak,2019-10-07,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Childs Hill,2019-10-07,Other adult - Improve IT Skills,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Chipping Barnet,2019-10-07,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,48,24,24,3.5
Barnet,Chipping Barnet,2019-10-07,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,32,16,16,3.5
Barnet,East Finchley,2019-10-07,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,22,11,11,0.0
Barnet,East Finchley,2019-10-07,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,14,16,0.0
Barnet,East Finchley,2019-10-07,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Edgware,2019-10-07,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,16,8,8,0.0
Barnet,Finchley Church End,2019-10-07,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Childs Hill,2019-10-08,IT,Increased digital access and literacy,Stronger more resilient communities,5,5,0,0.0
Barnet,Childs Hill,2019-10-08,Other Child 5+ - Gardening,Healthier and happier lives,Stronger more resilient communities,23,8,15,0.0
Barnet,Childs Hill,2019-10-08,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Chipping Barnet,2019-10-08,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,14,7,7,0.0
Barnet,Colindale,2019-10-08,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,Colindale,2019-10-08,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,46,23,23,0.0
Barnet,Colindale,2019-10-08,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-10-08,Other adult - Age UK: Gentle Exercise for 55+,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,East Barnet,2019-10-08,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,30,15,15,0.0
Barnet,East Barnet,2019-10-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,26,13,13,0.0
Barnet,Finchley Church End,2019-10-08,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,3.5
Barnet,Finchley Church End,2019-10-08,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,29,14,15,3.5
Barnet,Finchley Church End,2019-10-08,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,29,14,15,0.0
Barnet,Golders Green,2019-10-08,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2019-10-08,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Burnt Oak,2019-10-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,41,19,22,0.0
Barnet,Burnt Oak,2019-10-09,IT,Increased digital access and literacy,Stronger more resilient communities,11,6,5,0.0
Barnet,Childs Hill,2019-10-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,5,2,3,0.0
Barnet,Childs Hill,2019-10-09,Lego,Healthier and happier lives,,16,5,11,0.0
